,0,1,2,3,4,5
252,2024-08-20T09:15:00+05:30,24648.9,24725.25,24607.5,24722.6,0
253,2024-08-20T10:15:00+05:30,24722.95,24733.95,24674.55,24707.5,0
254,2024-08-20T11:15:00+05:30,24707.55,24719.1,24688.05,24708.95,0
255,2024-08-20T12:15:00+05:30,24707.65,24734.15,24701.55,24727.1,0
256,2024-08-20T13:15:00+05:30,24727.05,24729.1,24702.5,24719.45,0
257,2024-08-20T14:15:00+05:30,24718.8,24729.3,24690.9,24698.1,0
258,2024-08-20T15:15:00+05:30,24697.9,24705.65,24670.85,24672.85,0
259,2024-08-21T09:15:00+05:30,24680.55,24721.0,24654.5,24712.75,0
260,2024-08-21T10:15:00+05:30,24713.35,24753.9,24678.8,24693.5,0
261,2024-08-21T11:15:00+05:30,24693.55,24742.3,24693.2,24724.0,0
262,2024-08-21T12:15:00+05:30,24724.45,24739.1,24716.3,24727.8,0
263,2024-08-21T13:15:00+05:30,24727.7,24744.55,24696.8,24739.85,0
264,2024-08-21T14:15:00+05:30,24740.4,24774.15,24722.75,24767.05,0
265,2024-08-21T15:15:00+05:30,24767.5,24786.2,24763.05,24781.9,0
266,2024-08-22T09:15:00+05:30,24863.4,24867.35,24785.0,24813.75,0
267,2024-08-22T10:15:00+05:30,24814.15,24830.1,24802.45,24824.15,0
268,2024-08-22T11:15:00+05:30,24824.65,24847.8,24817.1,24832.65,0
269,2024-08-22T12:15:00+05:30,24832.7,24836.8,24800.85,24808.15,0
270,2024-08-22T13:15:00+05:30,24808.0,24837.7,24802.85,24832.0,0
271,2024-08-22T14:15:00+05:30,24833.05,24835.25,24796.65,24810.6,0
272,2024-08-22T15:15:00+05:30,24810.85,24822.75,24804.5,24810.9,0
273,2024-08-23T09:15:00+05:30,24845.4,24858.4,24771.8,24801.5,0
274,2024-08-23T10:15:00+05:30,24803.75,24850.65,24797.0,24833.4,0
275,2024-08-23T11:15:00+05:30,24835.1,24853.75,24819.3,24839.4,0
